File,Max angle Port,Max angle Starboard,Max coverage Port,Max coverage Starboard,Angular coverage Mode,Sector mode,Beam spacing,Forced depth,Min. depth,Max. depth,Dual swath,Frequency,Depth mode,Detector mode,FM disable,Water column data,Pitch stabilisation,Transmit angle Along,Max. Ping Freq. (Hz),Min. Swath Dist.,External Trigger,Yaw Stabilisation Mode,Sound Velocity source,Sensor Offset,Filter,Spike filter strength,Range gate size,Phase ramp,Penetration Filter Strength,Special TVG,Slope,Aeration,Interference,Special amp detection,Normal incidence corr.,Use Lambert's law,Transmit power level,Water Column,Water column,Water phase data,Sonar mode,Extra detection,Enable Simulation,Scope display enabled,dgtime,dgdatetime
/Users/vschmidt/gitsrc/kmall/data/0467_20210620_122539_ASVBEN.kmall,55.0,55.0,1000.0,1000.0,Auto,Normal,High density,--,2.0,150.0,Dynamic,300kHz,Auto,Normal,Off,On,On,0.0,50.0,0.0,Off,Off,Probe,0.0,1.0,Medium,Normal,Normal,Off,Off,On,On,Off,Off,10.0,On,Normal,On,30 dB Offset,Off,Off,Off,Off,Off,1624191939.3534656,2021-06-20 12:25:39.353466
